Timehere,0,0,-11.064763202300135,4778.49387148573,4819.769111481589,-6.751881936160899,-2.5867046234962836,2.543536660595676,
Timehere,0,0,-213.57653376465151,4698.172127174439,4893.2937383257695,-6.747594985768021,-2.7675547797118325,2.357643284477432,
Timehere,0,0,-146.08842385192767,4725.54828224611,4869.405738812732,-6.749882656622483,-2.7076145826981186,2.419917759972077,
Timehere,0,0,-281.03747373421123,4670.1983310373835,4916.557489562913,-6.744449024175086,-2.8271417351027375,2.29506927715703,
Timehere,0,0,-348.46293398364406,4641.630347962381,4939.194126849142,-6.740445186931619,-2.8863681421668312,2.2322034562878987,
Timehere,0,0,-415.84379601132554,4612.472053231209,4961.200592498049,-6.735584047270243,-2.945226026931274,2.169054334947395,
Timehere,0,0,-483.17176133040886,4582.7270531664735,4982.57418360677,-6.729866239785061,-3.003708178779663,2.105629702417584,
Timehere,0,0,-550.4385372433782,4552.399019075931,5003.312267550141,-6.723292493162416,-3.0618074292237956,2.041937377474165,
Timehere,0,0,-684.7529581429659,4490.0100057134405,5042.871044303127,-6.70758088210007,-3.1768267012501363,1.9137833947058525,
Timehere,0,0,-78.58145669101717,4752.323408353098,4844.896426033603,-6.751311716058698,-2.6473284905194565,2.481885017512918,
Timehere,0,0,-818.7192766255017,4425.336583658544,5079.856988211913,-6.688457356714123,-3.2902260991161945,1.7846571068807549,
Timehere,0,0,-617.6350278791199,4521.49206303869,5023.412043746545,-6.715863724809613,-3.1195159591215194,1.9779859802736228,
Timehere,0,0,-751.7840621963167,4457.956731144735,5061.686872641842,-6.698445006013668,-3.2337326333517318,1.8493375309028235,
Timehere,0,0,-885.5506282446594,4392.153458971113,5097.379230170267,-6.677619147515676,-3.3463004074455505,1.7197498302753351,
Timehere,0,0,-952.2690810809667,4358.411853426233,5114.251232918441,-6.665931866100575,-3.4019480152504866,1.6546244788466489,
Timehere,0,0,-1018.8664205138288,4324.115934651263,5130.470926329741,-6.653396977647421,-3.457162111607055,1.589289073898174,
Timehere,0,0,-1085.3344457928818,4289.269931337505,5146.036312778433,-6.6400160400210115,-3.511935934174305,1.5237516585904338,
Timehere,0,0,-1151.6641705513757,4253.878563553285,5160.945291210429,-6.625790880480287,-3.566262116357859,1.4580210922229968,
Timehere,0,0,-1217.8474287998479,4217.946200791945,5175.196033227412,-6.610723272341048,-3.6201340106975506,1.3921054667508266,
Timehere,0,0,-1283.8760711892282,4181.4772721199315,5188.7867835456545,-6.594815080936251,-3.6735450204352738,1.3260128933178013,
Timehere,0,0,-1415.4346206275666,4106.9490984245995,5213.9812218193765,-6.560485520952737,-3.778956362687468,1.1933318491536373,
Timehere,0,0,-1349.7411711913442,4144.476715876027,5201.715707973924,-6.578068470742854,-3.726487963419248,1.2597523028783864,
Timehere,0,0,-1480.9483305627357,4068.8990442361123,5225.581814013421,-6.542068402065424,-3.830943793927938,1.1267597025266691,
Timehere,0,0,-1546.273444649468,4030.3317041191863,5236.515919278277,-6.522819613035493,-3.882443267317242,1.060044855492835,
